Year,Month,Day,Discharge (ft3/s),Discharge (m3/s)
2010,3,5,1210,34.26463433
2010,3,6,1230,34.83099193
2010,3,7,1250,35.39734952
2010,3,8,1250,35.39734952
2010,3,9,1280,36.24688591
2010,3,10,1240,35.11417072
2010,3,11,1230,34.83099193
2010,3,12,1200,33.98145554
2010,3,13,1220,34.54781313
2010,3,14,1240,35.11417072
2010,3,15,1220,34.54781313
2010,3,16,1230,34.83099193
2010,3,17,1250,35.39734952
2010,3,18,1290,36.5300647
2010,3,19,1290,36.5300647
2010,3,20,1210,34.26463433
2010,3,21,1170,33.13191915
2010,3,22,1230,34.83099193
2010,3,23,1270,35.96370711
2010,3,24,1210,34.26463433
2010,3,25,1190,33.69827674
2010,3,26,1220,34.54781313
2010,3,27,1240,35.11417072
2010,3,28,1200,33.98145554
2010,3,29,1210,34.26463433
2010,3,30,1290,36.5300647
2010,3,31,1320,37.37960109
2010,4,1,1240,35.11417072
2010,4,2,1270,35.96370711
2010,4,3,1240,35.11417072
2010,4,4,1280,36.24688591
2010,4,5,1220,34.54781313
2010,4,6,1250,35.39734952
2010,4,7,1280,36.24688591
2010,4,8,1240,35.11417072
2010,4,9,1280,36.24688591
2010,4,10,1280,36.24688591
2010,4,11,1260,35.68052832
2010,4,12,1300,36.8132435
2010,4,13,1410,39.92821026
2010,4,14,1490,42.19364063
2010,4,15,1470,41.62728304
2010,4,16,1480,41.91046183
2010,4,17,1590,45.02542859
2010,4,18,1780,50.40582572
2010,4,19,1950,55.21986525
2010,4,20,2340,66.2638383
2010,4,21,2950,83.53774487
2010,4,22,3730,105.625691
2010,4,23,4440,125.7313855
2010,4,24,4050,114.6874124
2010,4,25,3780,107.0415849
2010,4,26,3440,97.41350588
2010,4,27,3110,88.0686056
2010,4,28,3220,91.18357236
2010,4,29,3420,96.84714829
2010,4,30,3020,85.51999644
2010,5,1,2790,79.00688413
2010,5,2,2670,75.60873857
2010,5,3,2550,72.21059302
2010,5,4,2510,71.07787784
2010,5,5,2380,67.39655349
2010,5,6,2320,65.69748071
2010,5,7,2270,64.28158673
2010,5,8,2150,60.88344117
2010,5,9,2200,62.29933515
2010,5,10,2270,64.28158673
2010,5,11,2370,67.11337469
2010,5,12,2340,66.2638383
2010,5,13,2290,64.84794432
2010,5,14,2370,67.11337469
2010,5,15,2690,76.17509617
2010,5,16,3350,94.86489671
2010,5,17,4310,122.0500611
2010,5,18,6080,172.1727081
2010,5,19,7580,214.6495275
2010,5,20,7800,220.879461
2010,5,21,7200,203.8887332
2010,5,22,6290,178.1194628
2010,5,23,5450,154.3324439
2010,5,24,4920,139.3239677
2010,5,25,4740,134.2267494
2010,5,26,4410,124.8818491
2010,5,27,4620,130.8286038
2010,5,28,6830,193.4111178
2010,5,29,10600,300.1695239
2010,5,30,8860,250.8964134
2010,5,31,7330,207.5700576
2010,6,1,7320,207.2868788
2010,6,2,10100,286.0105841
2010,6,3,11700,331.3191915
2010,6,4,16800,475.7403775
2010,6,5,24300,688.1244747
2010,6,6,21800,617.3297756
2010,6,7,21300,603.1708358
2010,6,8,23000,651.3112312
2010,6,9,20100,569.1893803
2010,6,10,18100,512.553621
2010,6,11,17400,492.7311053
2010,6,12,15200,430.4317702
2010,6,13,13300,376.6277989
2010,6,14,13000,368.132435
2010,6,15,14100,399.2821026
2010,6,16,15100,427.5999822
2010,6,17,16600,470.0768016
2010,6,18,13800,390.7867387
2010,6,19,12800,362.4688591
2010,6,20,12800,362.4688591
2010,6,21,13000,368.132435
2010,6,22,13200,373.7960109
2010,6,23,12600,356.8052832
2010,6,24,12700,359.6370711
2010,6,25,12900,365.300647
2010,6,26,13500,382.2913748
2010,6,27,13600,385.1231628
2010,6,28,13200,373.7960109
2010,6,29,13000,368.132435
2010,6,30,13400,379.4595869
2010,7,1,13700,387.9549507
2010,7,2,12900,365.300647
2010,7,3,11800,334.1509795
2010,7,4,10800,305.8330998
2010,7,5,10300,291.67416
2010,7,6,9990,282.8956174
2010,7,7,9410,266.4712472
2010,7,8,8910,252.3123074
2010,7,9,8640,244.6664799
2010,7,10,8470,239.8524403
2010,7,11,8380,237.3038312
2010,7,12,8170,231.3570765
2010,7,13,7990,226.2598581
2010,7,14,7600,215.2158851
2010,7,15,7270,205.8709848
2010,7,16,6980,197.6587997
2010,7,17,6770,191.712045
2010,7,18,6630,187.7475419
2010,7,19,6440,182.3671447
2010,7,20,6200,175.5708536
2010,7,21,6000,169.9072777
2010,7,22,5900,167.0754897
2010,7,23,5710,161.6950926
2010,7,24,5450,154.3324439
2010,7,25,5290,149.8015832
2010,7,26,5150,145.83708
2010,7,27,5010,141.8725769
2010,7,28,4920,139.3239677
2010,7,29,4770,135.0762858
2010,7,30,4650,131.6781402
2010,7,31,4540,128.5631735
2010,8,1,4540,128.5631735
2010,8,2,4430,125.4482067
2010,8,3,4210,119.2182732
2010,8,4,4060,114.9705912
2010,8,5,3930,111.2892669
2010,8,6,3820,108.1743001
2010,8,7,3800,107.6079425
2010,8,8,3780,107.0415849
2010,8,9,3720,105.3425122
2010,8,10,3720,105.3425122
2010,8,11,3680,104.209797
2010,8,12,3520,99.67893625
2010,8,13,3450,97.69668467
2010,8,14,3430,97.13032708
2010,8,15,3370,95.4312543
2010,8,16,3270,92.59946634
2010,8,17,3200,90.61721477
2010,8,18,3130,88.6349632
2010,8,19,3040,86.08635403
2010,8,20,2970,84.10410246
2010,8,21,2900,82.12185089
2010,8,22,2860,80.9891357
2010,8,23,2860,80.9891357
2010,8,24,2830,80.13959931
2010,8,25,2750,77.87416894
2010,8,26,2670,75.60873857
2010,8,27,2590,73.3433082
2010,8,28,2590,73.3433082
2010,8,29,2740,77.59099015
2010,8,30,2750,77.87416894
2010,8,31,2680,75.89191737
2010,9,1,2660,75.32555978
2010,9,2,2670,75.60873857
2010,9,3,2650,75.04238098
2010,9,4,2570,72.77695061
2010,9,5,2570,72.77695061
2010,9,6,2580,73.06012941
2010,9,7,2480,70.22834145
2010,9,8,2450,69.37880506
2010,9,9,2450,69.37880506
2010,9,10,2460,69.66198385
2010,9,11,2510,71.07787784
2010,9,12,2480,70.22834145
2010,9,13,2400,67.96291108
2010,9,14,2330,65.9806595
2010,9,15,2310,65.41430191
2010,9,16,2290,64.84794432
2010,9,17,2260,63.99840793
2010,9,18,2250,63.71522914
2010,9,19,2220,62.86569275
2010,9,20,2160,61.16661997
2010,9,21,2130,60.31708358
2010,9,22,2100,59.46754719
2010,9,23,2080,58.9011896
2010,9,24,2050,58.05165321
2010,9,25,2020,57.20211682
2010,9,26,1980,56.06940164
2010,9,27,1950,55.21986525
2010,9,28,1920,54.37032886
2010,9,29,1890,53.52079247
2010,9,30,1880,53.23761368
2010,10,1,1880,53.23761368
